tokens,labels
"['Kinder', 'müssen', 'nicht', 'in', 'die', 'Schule', 'gehen.']","[0, 0, 0, 0, 0, 0, 0]"
"['Die', 'Geschäfte', 'sind', 'zu.']","[0, 0, 0, 0]"
"['In', 'Deutschland', 'ist', 'Allerheiligen', 'in', 'manchen', 'Bundes-ländern', 'ein', 'Feier-tag.']","[1, 1, 0, 0, 2, 2, 2, 0, 0]"
"['In', 'der', 'Schweiz', 'ist', 'an', 'Allerheiligen', 'in', 'manchen', 'Kantonen', 'Feier-tag.']","[1, 0, 1, 0, 0, 0, 2, 2, 2, 0]"
"['Der', 'Feier-tag', 'ist', 'zwischen', 'dem', '31.', 'Oktober', 'und', 'dem', '6.', 'November.']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 2]"
"['Der', 'Feier-tag', 'ist', 'zwischen', 'dem', '31.', 'Oktober', 'und', 'dem', '6.', 'November.']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 2]"
"['Allerheiligen', 'ist', 'ein', 'Feier-tag.']","[0, 0, 0, 0]"
"['Chirsten', 'feiern', 'diesen', 'Tag.']","[0, 0, 0, 0]"
"['Es', 'ist', 'ein', 'Erinnerungs-tag.']","[0, 0, 0, 0]"
"['Die', 'Christen', 'erinnern', 'sich', 'an', 'alle', 'Heiligen.']","[0, 0, 0, 0, 0, 0, 0]"
"['Beispiel:', '\\newline', 'Dora', 'und', 'Peter', 'haben', 'Streit.']","[0, 0, 0, 0, 0, 0, 0]"
"['Aber', 'am', 'nächsten', 'Tag', 'ist', 'wieder', 'alles', 'in', 'Butter.']","[1, 1, 1, 1, 2, 2, 2, 2, 2]"
"['Dora', 'und', 'Peter', 'haben', 'Streit.']","[0, 0, 0, 0, 0]"
"['Aber', 'am', 'nächsten', 'Tag', 'ist', 'wieder', 'alles', 'in', 'Ordnung.']","[1, 1, 1, 1, 2, 2, 2, 2, 2]"
"['Dora', 'und', 'Peter', 'haben', 'Streit.']","[0, 0, 0, 0, 0]"
"['Aber', 'am', 'nächsten', 'Tag', 'vertragen', 'sie', 'sich', 'wieder.']","[1, 1, 1, 1, 2, 2, 2, 2]"
"['""Alles', 'in', 'Butter""', 'bedeutet', '""alles', 'in', 'Ordnung"".']","[0, 0, 0, 0, 0, 0, 0]"
"['', '•', 'Es', 'ist', 'nicht', 'alles', 'Gold,', 'was', 'glänzt.']","[0, 0, 1, 1, 1, 1, 1, 2, 2]"
"['Alles', 'ist', 'das', 'Gegenteil', 'von', 'Nichts.']","[0, 0, 0, 0, 0, 0]"
"['Alles', 'ist', 'die', 'größtmögliche', 'Anzahl.']","[0, 0, 0, 0, 0]"
"['Alles', 'stammt', 'von', 'dem', 'Wort', 'All', 'ab.']","[0, 0, 0, 0, 0, 0, 0]"
"['Das', 'Universum', 'beinhaltet', 'Alles.']","[0, 0, 0, 0]"
"['Allgemeinˑbildung', 'ist', 'Bildung', '(Wissen).']","[0, 0, 1, 2]"
"['Das', 'wichtige', 'Wissen', 'für', 'das', 'Leben', 'heißt', 'auch', 'Allgemeinˑbildung.']","[0, 2, 0, 3, 0, 3, 1, 1, 1]"
"['Wenn', 'man', 'einen', 'Vetrag', 'macht,', '\\newline', 'muss', 'man', 'die', 'AGB', 'akzeptieren.']","[1, 1, 0, 1, 1, 0, 2, 2, 0, 2, 2]"
"['Und', 'man', 'muss', 'sich', 'an', 'die', 'AGB', 'halten.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Die', 'AGB', 'sind', 'oft', 'unter', 'einem', 'Vertrag', 'ganz', 'klein', 'ge-schrieben.']","[0, 0, 0, 0, 1, 0, 1, 2, 2, 0]"
"['Allgemeine', 'Geschäftsbedingungen', 'sind', 'Regeln.']","[0, 0, 0, 0]"
"['Zum', 'Beispiel', 'wenn', 'man', 'was', 'im', 'Internet', 'bestellt.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Sie', 'dürfen', 'nicht', 'benachteiligt', 'werden.']","[0, 0, 0, 0, 0]"
"['Das', 'heißt,', '', '\\newline', 'sie', 'dürfen', 'nicht', 'anders', 'behandelt', 'werden', 'als', 'andere', 'Menschen.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Zum', 'Beispiel', 'müssen', 'Frauen', 'und', 'Männer', 'gleich', 'behandelt', 'werden.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Seit', 'dem', '14.8.2006', 'gibt', 'es', 'das', 'Gleich-behandlungs-gesetz.']","[1, 1, 1, 2, 0, 2, 2]"
"['Das', 'Gleich-behandlungs-gesetz', 'ist', 'vom', 'Bundestag', 'beschlossen', 'worden.']","[0, 1, 1, 2, 2, 1, 1]"
"['Früher', 'hatte', 'das', 'Allgemeine', 'Gleich-behandlungs-gesetz', 'einen', 'anderen', 'Namen.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Es', 'hatte', 'früher', 'den', 'Namen', 'Anti-diskriminierungs-gesetz.']","[0, 0, 0, 0, 0, 0]"
"['Das', 'Allgemeine', 'Gleich-behandlungs-gesetz', 'ist', 'ein', 'Gesetz.']","[0, 0, 0, 0, 0, 0]"
"['Das', 'Gesetz', 'soll', 'Menschen', 'vor', 'Ungerechtigkeit', 'schützen.']","[0, 0, 0, 0, 0, 0, 0]"
"['Und', 'es', 'soll', 'Menschen', 'vor', 'Diskriminierung', 'schützen.']","[0, 0, 0, 0, 0, 0, 0]"
"['Eine', 'Alltags-maske', 'ist', 'aus', 'Stoff.']","[0, 0, 0, 0, 0]"
"['Man', 'macht', 'sie', 'mit', 'einem', 'Band', 'hinter', 'den', 'Ohren', 'fest.']","[0, 0, 0, 1, 0, 1, 2, 0, 2, 0]"
"['Eine', 'Alltags-maske', 'ist', 'eine', 'Maske', 'für', 'das', 'Gesicht.']","[0, 1, 1, 0, 0, 2, 2, 2]"
"['Man', 'schützt', 'den', 'Mund.']","[0, 0, 0, 0]"
"['Und', 'man', 'schützt', 'die', 'Nase.']","[0, 0, 0, 0, 0]"
"['Damit', 'keine', 'Schad-stoffe', 'in', 'das', 'Gesicht', 'kommen.']","[0, 0, 0, 0, 0, 0, 0]"
"['Eine', 'Alltags-maske', 'schützt', 'die', 'Atem-wege.']","[0, 0, 0, 0, 0]"
"['Experten', 'für', 'Geschichte', 'sprechen', 'oft', 'von', 'Alter', 'Welt.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Das', 'Gegenteil', 'von', 'der', 'Alten', 'Welt', 'ist', 'die', 'Neue', 'Welt.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Die', 'Neue', 'Welt', 'ist', 'Amerika.']","[0, 0, 0, 0, 0]"
"['Kolumbus', 'hat', 'die', 'Neue', 'Welt', 'im', 'Jahr', '1492', 'entdeckt.']","[1, 1, 0, 1, 1, 2, 2, 2, 1]"
"['Jetzt', 'wissen', 'die', 'Menschen', 'das', 'es', '4', 'Erd-teile', 'gibt.']","[1, 1, 0, 1, 2, 2, 2, 2, 2]"
"['Die', 'Menschen', 'lernen', 'sich', 'kennen.']","[0, 0, 0, 0, 0]"
"['Und', 'fangen', 'an', 'Sachen', 'mit-einander', 'zu', 'handeln.']","[0, 1, 1, 2, 2, 2, 2]"
"['Alte', 'Welt', 'sind', '3', 'Erd-teile.']","[0, 0, 0, 0, 0]"
"['Es', 'sind', 'Europa,', 'Afrika', 'und', 'Asien', 'gemeint.']","[0, 0, 1, 0, 2, 3, 0]"
"['Die', 'Menschen', 'von', 'früher', 'kennen', 'nur', 'diese', 'Erd-teile.']","[0, 1, 2, 2, 1, 1, 1, 1]"
"['Sie', 'wissen', 'das', 'überall', 'dort', 'Menschen', 'leben.']","[1, 1, 2, 2, 2, 2, 2]"
"['Sie', 'kennen', 'aber', 'keine', 'anderen', 'Teile', 'der', 'Erde.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Altenburg', 'hat', 'über', '30', 'Tausend', 'Einwohner.']","[0, 0, 0, 0, 0, 0]"
"['Durch', 'Altenburg', 'fließt', 'der', 'Fluss', 'Pleisse.']","[3, 3, 2, 0, 2, 1]"
"['Der', 'Ober-bürgermeister', 'von', 'Altenburg', 'heisst', 'Andre', 'Neumann.']","[0, 0, 0, 0, 0, 0, 0]"
"['Davor', 'war', 'Michael', 'Wolf', 'Ober-bürger-meister.']","[0, 0, 0, 0, 0]"
"['In', 'Altenburg', 'wurde', 'das', 'Skat-spiel', 'erfunden.']","[0, 0, 0, 0, 0, 0]"
"['Altenburg', 'ist', 'eine', 'Reformations-stadt.']","[0, 0, 0, 0]"
"['Der', 'Reformator', 'Georg', 'Spalatin', 'lebte', 'hier.']","[0, 0, 0, 0, 0, 0]"
"['Kaiser', 'Barbarossa', 'war', '6', 'mal', 'in', 'Altenburg', 'zu', 'Gast.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Das', 'Wahrzeichen', 'von', 'Altenburg', 'sind', 'die', '""Roten', 'Spitzen"".']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Das', 'sind', '2', 'Kirch-türme', 'aus', 'roten', 'Ziegel-steinen.']","[0, 1, 1, 0, 2, 2, 2]"
"['Altenburg', 'hat', '3', 'große', 'Kirchen', 'und', 'einen', 'großen', 'Markt.']","[0, 0, 1, 1, 1, 0, 0, 2, 2]"
"['Das', 'Rathaus', 'ist', '455', 'Jahre', 'alt.']","[0, 0, 0, 0, 0, 0]"
"['Im', 'Altenburger', 'Schloss', 'gibt', 'es', 'verschiedene', 'Museen.']","[0, 0, 0, 0, 0, 0, 0]"
"['Das', 'Altenburger', 'Spiel-karten-museum', 'ist', 'sehr', 'bekannt.']","[0, 0, 0, 0, 0, 0]"
"['Auf', 'dem', 'Altenburger', 'Brühl', 'steht', 'der', 'Skat-brunnen.']","[0, 0, 0, 0, 0, 0, 0]"
"['Der', 'Skat-brunnen', 'ist', 'das', 'einzige', 'Denkmal', 'auf', 'der', 'Welt', 'für', 'ein', 'Karten-spiel.']","[0, 1, 1, 0, 1, 2, 2, 0, 2, 3, 0, 3]"
"['Altenburg', 'ist', 'eine', 'Stadt', 'in', 'Deutsch-land.']","[0, 0, 0, 1, 2, 2]"
"['Altenburg', 'ist', 'eine', 'Stadt', 'im', 'Bundes-land', 'Thüringen.']","[0, 0, 0, 1, 2, 2, 2]"
"['Die', 'AfD', 'ist', 'eine', 'Partei', 'in', 'Deutschland.']","[0, 0, 0, 0, 1, 2, 2]"
"['Die', 'Partei-farbe', 'der', 'AfD', 'ist', 'hell-blau.']","[0, 0, 0, 0, 0, 0]"
"['Frauke', 'Petry', 'und', 'Jörg', 'Meuthen', 'sind', 'die', 'Chefs', 'der', 'Partei.']","[1, 1, 0, 2, 2, 0, 0, 0, 0, 0]"
"['Die', 'AfD', 'gibt', 'es', 'seit', 'dem', '6.', 'Februar.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Damals', 'ist', 'das', 'Thema', 'Geld', 'und', 'Euro', 'gewesen.']","[0, 0, 0, 0, 1, 0, 2, 0]"
"['Bernd', 'Lucke', 'ist', 'gegen', 'den', 'Euro.']","[0, 0, 0, 0, 0, 0]"
"['Er', 'ist', 'aus', 'der', 'Partei', 'raus-gegangen.']","[0, 0, 0, 0, 0, 0]"
"['Weil', 'es', 'viele', 'Rechts-extreme', 'Politker', 'in', 'der', 'AfD', 'gibt.']","[1, 1, 1, 2, 1, 1, 0, 1, 1]"
"['Die', 'AfD', 'ist', 'eine', 'starke', 'Partei.']","[0, 1, 1, 0, 2, 1]"
"['Das', 'heißt,', '\\newline', 'sie', 'haben', 'viele', 'Politiker', 'im', 'Bundes-tag.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Viele', 'Menschen', 'die', 'AfD', 'wählen,', '\\newline', 'sind', 'Protest-wähler.']","[0, 0, 1, 1, 1, 0, 2, 2]"
"['Viele', 'Politiker', 'von', 'anderen', 'Parteien', 'sind', 'gegen', 'die', 'AfD.', '\\newline', 'Weil', 'die', 'Partei', 'Versprechen', 'macht,', 'die', 'falsch', 'sind.']","[1, 2, 2, 2, 2, 1, 1, 0, 1, 0, 3, 0, 3, 3, 3, 4, 4, 4]"
"['Und', 'weil', 'es', 'rechts-extreme', 'Politiker', 'in', 'der', 'AfD', 'gibt.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Und', 'weil', 'manche', 'Ideen', 'gegen', 'das', 'Grund-gesetz', 'sind.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Die', 'AFD', 'sagt,', '', '\\newline', 'sie', 'ist', 'eine', 'Partei', 'der', 'Mitte.']","[0, 1, 1, 0, 0, 2, 2, 0, 2, 2, 2]"
"['Die', 'Alternative', 'für', 'Deutschland', 'ist', 'eine', 'Partei.']","[0, 0, 0, 0, 0, 0, 0]"
"['Und', 'sie', 'finden', 'den', 'Islam', 'schlecht.']","[0, 0, 0, 0, 0, 0]"
"['Und', 'sie', 'wollen', 'weniger', 'Flüchtlinge', 'haben.']","[0, 0, 0, 0, 0, 0]"
"['Und', 'sie', 'finden', 'Abtreibung', 'schlecht.']","[0, 0, 0, 0, 0]"
"['Und', 'sie', 'wollen', 'eine', 'Direkte', 'Demokratie', 'haben.']","[0, 0, 0, 0, 0, 0, 0]"
"['Und', 'sie', 'finden', 'Ehe', 'für', 'alle', 'schlecht.']","[0, 0, 0, 0, 0, 0, 0]"
"['Viele', 'Politiker', 'der', 'AfD', 'sind', 'Populisten.']","[0, 0, 0, 0, 0, 0]"
"['Sie', 'haben', 'sehr', 'viele', 'verschiedene', 'Meinungen.']","[0, 0, 0, 0, 0, 0]"
"['Und', 'sie', 'haben', 'wenige', 'Ideen', 'für', 'Ver-besserungen.']","[0, 1, 1, 1, 0, 2, 2]"
"['Beispiel:', '', '\\newline', 'Hans', 'und', 'Claudia', 'wollen', 'etwas', 'zusammen', 'machen.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Hans', 'macht', 'den', 'Vorschlag,', 'ins', 'Kino', 'gehen.']","[1, 1, 0, 1, 2, 2, 2]"
"['Und', 'er', 'bietet', 'eine', 'Alternative', 'an.']","[0, 0, 0, 0, 0, 0]"
"['Die', 'Alternative', 'ist', 'fernsehen.']","[0, 0, 0, 0]"
"['Claudia', 'kann', 'sich', 'entscheiden.']","[0, 0, 0, 0]"
"['Das', 'Gegenteil', 'von', 'Alternative', 'ist', 'Alternativ-losig-keit.']","[0, 0, 0, 0, 0, 0]"
"['Eine', 'Alternative', 'ist,', '\\newline', 'wenn', 'man', '2', 'Möglichkeiten', 'hat.']","[0, 1, 1, 0, 2, 2, 2, 2, 2]"
"['Man', 'kann', 'zwischen', 'mehreren', 'Sachen', 'entscheiden.']","[0, 0, 0, 0, 0, 0]"
"['Und', 'man', 'hat', 'mehrere', 'Möglichkeiten.']","[0, 0, 0, 0, 0]"
"['Oder', 'sie', 'brauchen', 'Geld', 'vom', 'Staat.']","[0, 0, 0, 0, 0, 0]"
"['Weil', 'sie', 'zu', 'wenig', 'Geld', 'zum', 'Leben', 'haben.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Die', 'Renten-kassen', 'haben', 'wenig', 'Geld.']","[0, 0, 0, 0, 0]"
"['Jeder', 'Mensch', 'wird', 'alt.']","[0, 0, 0, 0]"
"['Das', 'hießt,', '\\newline', 'ein', 'Mensch', 'wird', 'älter.']","[0, 0, 0, 0, 0, 0, 0]"
"['Das', 'ist', 'das', 'biographische', 'Alter.']","[0, 0, 0, 0, 0]"
"['Es', 'gibt', 'eine', 'Wissenschaft', 'des', 'Alters:', 'die', 'Gerontologie.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Alter', 'ist', 'ein', 'Lebens-abschnitt.']","[0, 0, 0, 0]"
"['Das', 'Alter', 'einer', 'Person', 'wird', 'in', 'Jahren', 'angegeben.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Im', 'alten', 'Ägypten', 'haben', 'viele', 'Pharaonen', 'ge-lebt.']","[0, 0, 0, 0, 0, 0, 0]"
"['Den', 'Menschen', 'ging', 'es', 'sehr', 'gut.']","[0, 0, 0, 0, 0, 0]"
"['Weil', 'sie', 'viel', 'Wasser', 'aus', 'dem', 'Nil-fluß', 'hatten.']","[1, 1, 1, 1, 2, 0, 2, 1]"
"['Durch', 'das', 'Wasser', 'hat', 'es', 'immer', 'eine', 'gute', 'Ernte', 'gegeben.']","[1, 0, 1, 2, 2, 0, 0, 2, 2, 2]"
"['Das', 'Alte', 'Ägypten', 'war', 'eine', 'Gesellschaft.']","[0, 0, 0, 0, 0, 0]"
"['Es', 'hat', 'sie', 'vor', 'sehr', 'langer', 'Zeit', 'gegeben.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Einen', 'Ältestenrat', 'gibt', 'es', 'im:', '•', 'Deutscher', 'Bundestag']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Einen', 'Ältestenrat', 'gibt', 'es', 'im:', '•', 'Landesparlament']","[0, 0, 0, 0, 0, 0, 0]"
"['Eine', 'Personen', 'vom', 'Ältestenrat', 'muss', 'kein', 'bestimmtes', 'Alter', 'haben.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Diese', 'Personen', 'müssen', 'Erfahrung\xa0haben.']","[0, 0, 0, 0]"
"['Beispiel', 'Deutscher', 'Bundestag:', '\\newline', 'Der', 'Ältestenrat', 'sagt', 'im', 'Bundestag', 'was', 'auf', 'der', 'Tages-ordnung', 'steht.']","[1, 1, 1, 0, 0, 2, 2, 3, 3, 4, 4, 0, 4, 4]"
"['Und', 'er', 'unterstützt', 'den', 'Bundestagspräsidenten', 'bei', 'seiner', 'Arbeit.']","[0, 1, 1, 0, 1, 2, 2, 2]"
"['Der', 'Ältestenrat', 'schaut', 'das', 'alle', 'Arbeiten', 'gemacht', 'werden.']","[0, 1, 1, 2, 2, 2, 2, 2]"
"['Und', 'macht', 'Termine', 'für', 'Sitzungen.']","[0, 0, 0, 0, 0]"
"['Der', 'Ältestenrat', 'hilft', 'auch', 'wenn', 'es', 'Streit', 'gibt.']","[0, 1, 1, 1, 2, 2, 2, 2]"
"['Weil', 'der', 'Ältestenrat', 'sehr', 'viele', 'Aufgaben', 'hat,']","[0, 0, 0, 0, 0, 0, 0]"
"['kann', 'er', 'Unterstützung', 'bekommen.']","[0, 0, 0, 0]"
"['Diese', 'Experten-gruppen', 'heißen:', 'Kommissionenen.']","[0, 0, 0, 0]"
"['Der', 'Ältestenrat', 'ist', 'eine', 'Politiker-gruppe.']","[0, 0, 0, 0, 0]"
"['Die', 'Gruppe', 'kümmert', 'sich', 'um', 'Fragen', 'für', 'die', 'Geschäfts-ordnung.']","[0, 1, 1, 1, 1, 1, 2, 0, 2]"
"['Der', 'Chef', 'der', 'Gruppe', 'ist', 'der', 'Parlaments-präsident.']","[0, 0, 0, 0, 0, 0, 0]"
"['Auf', 'dem', 'Altonaer', 'Fisch-markt', 'kann', 'man', 'viele', 'Sachen', 'kaufen.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Es', 'ist', 'ein', 'sehr', 'großer', 'Markt.']","[0, 0, 0, 0, 0, 0]"
"['Der', 'Altonaer', 'Fisch-markt', 'ist', 'ein', 'sehr', 'großer', 'Markt.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Er', 'ist', 'in', 'der', 'Stadt', 'Hamburg.']","[0, 0, 0, 0, 0, 0]"
"['Der', 'Markt', 'ist', 'bekannt', 'für', 'seine', 'Markt-schreier.']","[0, 0, 0, 0, 0, 0, 0]"
"['Altruismus', 'ist', 'ein', 'lateinisches', 'Wort.']","[0, 0, 0, 0, 0]"
"['Um', 'die', 'Alt-stadt', 'herum', 'ist', 'neue', 'Stadt', 'ge-baut', 'worden.']","[1, 0, 1, 1, 2, 2, 2, 2, 2]"
"['Die', 'Alt-stadt', 'soll', 'an', 'die', 'alte', 'Stadt', 'erinnern.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['So', 'wie', 'sie', 'früher', 'einmal', 'ausgesehen', 'hat.']","[0, 0, 0, 0, 0, 0, 0]"
"['Alt-städte', 'werden', 'oft', 'verbessert.']","[0, 0, 0, 0]"
"['Damit', 'sie', 'wieder', 'so', 'aus-sehen', 'wie', 'früher.']","[0, 0, 0, 0, 0, 0, 0]"
"['Zum', 'Beispiel', 'wenn', 'sie', 'nach', 'einem', 'Krieg', 'zerstört', 'sind.']","[0, 0, 1, 1, 2, 0, 2, 1, 1]"
"['Oft', 'sind', 'in', 'einer', 'Alt-stadt', 'Motor-fahrzeuge', 'verboten.']","[0, 0, 2, 0, 2, 1, 2]"
"['Eine', 'Alt-stadt', 'ist', 'vor', 'dem', '20.', 'Jahr-hundert', 'gebaut.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Sie', 'ist', 'ein', 'Teil', 'vom', 'Stadt-kern.']","[0, 0, 0, 0, 0, 0]"
"['Es', 'soll', 'das', 'Stadt-bild', 'besser', 'machen.']","[0, 0, 0, 0, 0, 0]"
"['Alt-städte', 'sind', 'wichtig.']","[0, 0, 0]"
"['Damit', 'man', 'sieht', 'wie', 'die', 'Stadt', 'früher', 'ausgesehen', 'hat.']","[1, 1, 1, 2, 0, 2, 3, 2, 2]"
"['Zum', 'Beispiel', 'wenn', 'man', 'als', 'Tourist', 'in', 'eine', 'Stadt', 'kommt.']","[0, 0, 1, 1, 2, 2, 1, 0, 1, 1]"
"['Eine', 'Altstadt', 'ist', 'ein', 'Teil', 'von', 'einer', 'Stadt.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Es', 'ist', 'der', 'Teil', 'der', 'sehr', 'alt', 'ist.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Oder', 'der', 'Teil', 'wo', 'sehr', 'alte', 'Kirchen', 'stehen.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Der', 'Altweibersommer', 'geht', 'von', 'September', 'bis', 'Oktober.']","[0, 0, 0, 1, 1, 2, 2]"
"['Das', 'heißt:', '\\newline', 'Es', 'gibt', 'trockene', 'und', 'warme', 'Luft.']","[0, 0, 0, 0, 0, 1, 0, 2, 0]"
"['Man', 'erkennt', 'den', 'Altweibersommer', 'daran:', '•', 'Am', 'Tag', 'ist', 'es', 'warm', 'und', 'die', 'Sonne', 'scheint.']","[1, 1, 0, 1, 1, 0, 2, 2, 0, 2, 2, 0, 0, 3, 3]"
"['', '•', 'In', 'der', 'Nacht', 'wird', 'es', '', 'kälter']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['', '•', 'Die', 'Blätter', 'von', 'Bäumen', 'verfärben', 'sich', '(siehe', 'Herbstanfang)']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Der', 'Altweibersommer', 'ist', 'das', 'Wetter', 'im', 'September', 'und', 'im', 'Oktober.']","[0, 0, 0, 0, 0, 1, 1, 0, 2, 2]"
"['In', 'dieser', 'Zeit', 'geht', 'der', 'Sommer', 'zu', 'Ende.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'dieser', 'Zeit', 'ist', 'es', 'aber', 'noch', 'sehr', 'warm', '', '\\newline', 'und', 'die', 'Sonne', 'scheint', 'oft.']","[1, 1, 1, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 3, 3, 3]"
"['Der', 'Aluminium-hut', 'wird', 'oft', 'ironisch', 'benutzt.']","[0, 0, 0, 0, 0, 0]"
"['Das', 'bedeutet:', '\\newline', 'wenn', 'alles', 'nichts', 'mehr', 'hilft,', 'dann', 'hilft', 'ein', 'Aluminium-hut', '(der', 'Aluminium-hut', 'ist', 'sicher)']","[0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 0, 3, 3, 3]"
"['Ein', 'Aluminium-hut', 'ist', 'ein', 'Hut', 'für', 'den', 'Kopf.']","[0, 1, 1, 0, 1, 2, 0, 2]"
"['Er', 'ist', 'aus', 'Alu-folie.']","[0, 0, 0, 0]"
"['Ein', 'Amts-eid', 'ist', 'ein', 'Eid.']","[0, 0, 0, 0, 0]"
"['Für', 'einen', 'Amts-eid', 'gibt', 'es', 'Regeln.']","[0, 0, 0, 0, 0, 0]"
"['Oder', 'es', 'gibt', 'Gesetze', 'dafür.']","[0, 0, 0, 0, 0]"
"['Darin', 'steht,', '\\newline', 'was', 'man', 'beim', 'Amts-eid', 'sagen', 'muss.']","[0, 1, 0, 2, 2, 2, 2, 2, 2]"
"['Und', 'was', 'man', 'versprechen', 'muss.']","[0, 0, 0, 0, 0]"
"['Ein', 'Amts-eid', 'gibt', 'es', 'bei', 'Religionen.']","[0, 0, 0, 0, 0, 0]"
"['Ein', 'Amtseid', 'ist', 'eine', 'Erklärung.']","[0, 0, 0, 0, 0]"
"['Man', 'verspricht', 'etwas.']","[0, 0, 0]"
"['Man', 'erklärt', 'beim', 'Amts-eid,', '\\newline', 'dass', 'man', 'alle', 'Aufgaben', 'gut', 'erledigt.']","[1, 1, 1, 1, 0, 2, 2, 2, 2, 2, 2]"
"['Die', 'Amts-sprache', 'wird', 'benutzt:', '•', 'um', 'Bürger', 'Fragen', 'zu', 'beantworten']","[0, 1, 1, 1, 0, 2, 2, 2, 2, 2]"
"['Die', 'Amts-sprache', 'wird', 'benutzt:', '•', 'in', 'Besprechungen']","[0, 0, 0, 0, 0, 0, 0]"
"['Die', 'Amts-sprache', 'wird', 'benutzt:', '•', 'wichtige', 'Regeln', 'auf-zu-schreiben']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'manchen', 'Ländern', 'gibt', 'es', 'verschiedene', 'Amts-sprachen.']","[0, 1, 0, 0, 0, 2, 0]"
"['In', 'Deutschland', 'gibt', 'es', 'eine', 'Amts-sprache.']","[0, 0, 0, 0, 0, 0]"
"['Länder', 'mit', 'mehreren', 'Amts-sprachen', 'benutzten', 'auch', 'noch', 'eine', 'Arbeits-sprache.']","[0, 1, 1, 1, 2, 2, 2, 2, 2]"
"['Amts-sprachen', 'und', 'Arbeits-sprachen', 'gibt', 'es', 'zum', 'Beispiel', 'bei', 'den', 'Vereinte', 'Nationen.']","[1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Eine', 'Amtssprache', 'ist', 'eine', 'Sprache.']","[0, 0, 0, 0, 0]"
"['Diese', 'Sprache', 'wird', 'in', 'einem', 'Land', 'gesprochen.']","[0, 0, 0, 0, 0, 0, 0]"
"['Die', 'Sprache', 'wird', 'bei', 'Behörden', 'benutzt.']","[0, 0, 0, 0, 0, 0]"
"['Und', 'sie', 'wird', 'von', 'Politiker', 'gesprochen.']","[0, 0, 0, 0, 0, 0]"
"['Eine', 'Amts-sprache', 'ist', 'oft', 'schwierig', 'zu', 'verstehen.']","[0, 0, 0, 0, 0, 0, 0]"
"['Wenn', 'eine', 'Amts-zeit', 'fertig', 'ist,', '\\newline', 'muss', 'jemand', 'neues', 'das', 'Amt', 'machen.']","[1, 0, 1, 1, 1, 0, 2, 2, 2, 0, 2, 2]"
"['Eine', 'Amts-zeit', 'ist', 'eine', 'Zeit.']","[0, 0, 0, 0, 0]"
"['Die', 'Zeit', 'in', 'der', 'jemand', 'ein', 'Amt', 'hat.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Diese', 'Amts-zeit', 'dauert', '4', 'Jahre.']","[0, 0, 0, 0, 0]"
"['Manche', 'sagen,', 'der', 'Flug', 'des', 'Flugzeuges', 'hätte', 'verboten', 'werden', 'sollen.']","[0, 0, 0, 0, 0, 2, 1, 1, 1, 1]"
"['Das', 'Flugzeug', 'hätte', 'nicht', 'fliegen', 'dürfen.']","[0, 0, 0, 0, 0, 0]"
"['Manche', 'sagen,', 'das', 'Flugzeug', 'hat', 'technische', 'Fehler.']","[0, 0, 0, 0, 0, 0, 0]"
